transaction_id,transaction_date,member_id,member_first_name,member_last_name,member_email,member_tier,member_join_date,member_city,member_state,store_name,store_city,store_state,store_region,book_id,isbn,title,genre,format,author_first,author_last,publisher_name,publisher_city,publisher_country,publication_year,list_price,quantity,discount_percent,sale_total
2044,2020-03-11,202,Yara,Hall,yara.hall202@email.com,Gold,2019-03-22,New York,TX,Left Bank Books,St. Louis,MO,Midwest,141,978-256-72163-18-1,Blood and Stone Vol. 5,Fantasy,eBook,Isabel,Allende,HarperCollins,New York,USA,2013,23.5,3,5,66.96
2045,2020-05-12,238,Kenji,Scott,kenji.scott238@email.com,Gold,2022-10-28,Coral Gables,OR,Left Bank Books,St. Louis,MO,Midwest,97,978-137-69614-21-5,Signal Lost,Science Fiction,eBook,David,Sedaris,Vintage Books,New York,USA,2017,31.52,1,20,25.22
2046,2023-04-12,66,Kenji,Lewis,kenji.lewis66@email.com,Platinum,2021-11-19,Menlo Park,OR,Kepler's Books,Menlo Park,CA,Pacific,100,978-548-73532-25-0,Signal Lost Vol. 4,Science Fiction,Paperback,Richard,Osman,Penguin Random House,New York,USA,2009,18.07,2,0,36.14
2047,2023-08-06,168,Bailey,Baker,bailey.baker168@email.com,Gold,2022-05-20,Austin,NC,Harvard Book Store,Cambridge,MA,Northeast,198,978-216-13396-33-7,In Their Own Words Vol. 6,Biography,eBook,James,Patterson,Farrar Straus Giroux,New York,USA,2013,22.52,3,15,57.42
2048,2021-03-17,218,Diana,Scott,diana.scott218@email.com,Bronze,2016-07-26,Portland,OR,Books & Books,Coral Gables,FL,South,224,978-585-44803-93-9,When Nations Fall Vol. 8,History,Audiobook,Zadie,Smith,HarperCollins,New York,USA,2005,28.84,1,10,25.96
2049,2023-02-25,251,Wren,Taylor,wren.taylor251@email.com,Silver,2016-06-05,St. Louis,OR,The Booksmith,San Francisco,CA,Pacific,89,978-518-69048-98-9,The Outer Reaches,Science Fiction,Paperback,Colson,Whitehead,Hachette Book Group,New York,USA,2010,27.76,1,10,24.98
2050,2021-01-25,92,Ethan,Allen,ethan.allen92@email.com,Platinum,2019-09-30,New York,WA,BookPeople,Austin,TX,South,57,978-934-76162-64-8,No Trace Found,Mystery,eBook,Sally,Rooney,Vintage Books,New York,USA,2019,41.29,2,0,82.58
2051,2022-05-12,1,Xander,Davis,xander.davis1@email.com,Bronze,2021-06-26,Portland,IA,Books & Books,Coral Gables,FL,South,129,978-806-58566-37-7,Shadow Realm,Fantasy,Audiobook,Ocean,Vuong,HarperCollins,New York,USA,2013,29.92,2,20,47.88
2052,2020-04-16,40,Uma,Hall,uma.hall40@email.com,Gold,2018-10-14,Seattle,MO,The Booksmith,San Francisco,CA,Pacific,235,978-766-36143-46-5,Turning Points Vol. 3,History,Audiobook,Roxane,Gay,Simon & Schuster,New York,USA,2020,31.19,2,0,62.38
2053,2020-09-10,23,Priya,Wilson,priya.wilson23@email.com,Gold,2017-07-12,St. Louis,CO,BookPeople,Austin,TX,South,49,978-421-96951-25-4,Dead by Dawn,Mystery,Hardcover,Ta-Nehisi,Coates,Bloomsbury,London,UK,2015,41.25,1,5,39.19
2054,2020-01-04,197,Omar,Johnson,omar.johnson197@email.com,Silver,2019-02-20,Cambridge,FL,The Booksmith,San Francisco,CA,Pacific,87,978-553-48974-85-6,Orbit Zero Vol. 7,Science Fiction,Paperback,Sally,Rooney,Knopf,New York,USA,2017,35.36,1,5,33.59
2055,2022-10-14,160,Casey,Taylor,casey.taylor160@email.com,Platinum,2016-07-15,Denver,CA,Prairie Lights,Iowa City,IA,Midwest,73,978-948-70258-29-6,Shadows Remain,Mystery,Audiobook,Stephen,King,Bloomsbury,London,UK,2016,12.58,2,20,20.12
2056,2020-01-03,134,Wren,Thomas,wren.thomas134@email.com,Platinum,2022-12-21,Denver,FL,Prairie Lights,Iowa City,IA,Midwest,9,978-801-52504-17-3,Between Two Worlds,Fiction,Audiobook,Colson,Whitehead,Vintage Books,New York,USA,2022,18.17,2,0,36.34
2057,2021-08-10,265,Tara,Martin,tara.martin265@email.com,Bronze,2022-11-25,Iowa City,CA,The Strand,New York,NY,Northeast,175,978-936-36174-87-2,Against All Odds Vol. 7,Biography,Audiobook,Patrick,Rothfuss,Macmillan Publishers,New York,USA,2018,26.09,1,20,20.87
2058,2023-11-02,52,Tara,Thompson,tara.thompson52@email.com,Gold,2017-10-30,Cambridge,IA,The Booksmith,San Francisco,CA,Pacific,89,978-518-69048-98-9,The Outer Reaches,Science Fiction,Paperback,Colson,Whitehead,Hachette Book Group,New York,USA,2010,27.76,1,5,26.37
2059,2022-03-22,164,Casey,Jones,casey.jones164@email.com,Bronze,2016-07-27,Coral Gables,MO,Tattered Cover,Denver,CO,Mountain,42,978-919-33206-62-0,The Last Clue Vol. 2,Mystery,Paperback,Haruki,Murakami,Bloomsbury,London,UK,2012,40.47,2,10,72.84
2060,2021-09-22,233,Fatima,Johnson,fatima.johnson233@email.com,Silver,2018-07-30,Portland,MA,Powell's Books,Portland,OR,Pacific,176,978-205-77621-25-4,Against All Odds Vol. 8,Biography,Hardcover,Mary,Oliver,Macmillan Publishers,New York,USA,2016,30.79,3,15,78.51
2061,2020-09-12,217,Amara,Jackson,amara.jackson217@email.com,Silver,2020-01-27,New York,WA,Powell's Books,Portland,OR,Pacific,103,978-492-34983-86-8,Signal Lost Vol. 7,Science Fiction,Audiobook,Donna,Tartt,Vintage Books,New York,USA,2022,17.28,2,5,32.84
2062,2023-07-11,60,Victor,Moore,victor.moore60@email.com,Bronze,2021-02-02,Denver,CA,Books & Books,Coral Gables,FL,South,190,978-465-16265-93-5,Becoming More Vol. 6,Biography,Audiobook,Erik,Larson,Farrar Straus Giroux,New York,USA,2011,17.6,2,20,28.16
2063,2022-12-29,191,Priya,Thomas,priya.thomas191@email.com,Silver,2019-04-18,Denver,OR,Elliot Bay Book Co,Seattle,WA,Pacific,129,978-806-58566-37-7,Shadow Realm,Fantasy,Audiobook,Ocean,Vuong,HarperCollins,New York,USA,2013,29.92,3,0,89.76
2064,2023-05-28,187,Sam,Walker,sam.walker187@email.com,Platinum,2015-11-12,Seattle,NC,The Strand,New York,NY,Northeast,249,978-625-64450-68-9,The Habit Code,Self-Help,Audiobook,N.K.,Jemisin,HarperCollins,New York,USA,2019,36.49,2,0,72.98
2065,2019-06-13,197,Omar,Johnson,omar.johnson197@email.com,Silver,2019-02-20,Cambridge,FL,The Booksmith,San Francisco,CA,Pacific,137,978-802-24150-72-7,Blood and Stone,Fantasy,Hardcover,Patrick,Rothfuss,Penguin Random House,New York,USA,2017,42.94,1,0,42.94
2066,2021-11-20,133,Yara,Scott,yara.scott133@email.com,Silver,2017-08-28,St. Louis,FL,BookPeople,Austin,TX,South,87,978-553-48974-85-6,Orbit Zero Vol. 7,Science Fiction,Paperback,Sally,Rooney,Knopf,New York,USA,2017,35.36,3,20,84.87
2067,2019-04-10,233,Fatima,Johnson,fatima.johnson233@email.com,Silver,2018-07-30,Portland,MA,Prairie Lights,Iowa City,IA,Midwest,187,978-145-56176-79-5,Becoming More Vol. 3,Biography,Hardcover,Ta-Nehisi,Coates,Hachette Book Group,New York,USA,2015,35.22,2,5,66.92
2068,2021-07-31,63,Sam,Green,sam.green63@email.com,Gold,2019-05-13,Iowa City,MO,Elliot Bay Book Co,Seattle,WA,Pacific,11,978-651-44438-84-6,Between Two Worlds Vol. 3,Fiction,Paperback,Gillian,Flynn,Vintage Books,New York,USA,2012,18.0,1,0,18.0
2069,2021-05-21,190,Quinn,Johnson,quinn.johnson190@email.com,Bronze,2015-06-30,Austin,OR,Harvard Book Store,Cambridge,MA,Northeast,228,978-570-79878-53-8,The Lost Century Vol. 4,History,Audiobook,Roxane,Gay,Scholastic,New York,USA,2015,26.86,3,0,80.58
2070,2020-07-01,13,Omar,Lewis,omar.lewis13@email.com,Bronze,2022-07-15,Austin,MO,Malaprop's Bookstore,Asheville,NC,South,76,978-599-37802-55-4,Shadows Remain Vol. 4,Mystery,eBook,Zadie,Smith,Bloomsbury,London,UK,2015,9.97,2,0,19.94
2071,2021-07-03,214,Zoe,Hall,zoe.hall214@email.com,Bronze,2018-05-31,Austin,CA,Powell's Books,Portland,OR,Pacific,92,978-549-26299-69-4,The Outer Reaches Vol. 4,Science Fiction,eBook,Toni,Morrison,Simon & Schuster,New York,USA,2023,29.22,2,0,58.44
2072,2019-08-17,19,Blake,Young,blake.young19@email.com,Silver,2021-08-20,San Francisco,CA,Books & Books,Coral Gables,FL,South,163,978-856-15376-67-9,A Life Remembered Vol. 3,Biography,Audiobook,Lauren,Groff,Knopf,New York,USA,2022,24.72,3,0,74.16
2073,2021-03-22,273,Fatima,Walker,fatima.walker273@email.com,Bronze,2018-04-10,Seattle,NY,Left Bank Books,St. Louis,MO,Midwest,10,978-680-51245-37-7,Between Two Worlds Vol. 2,Fiction,eBook,Erik,Larson,Penguin Random House,New York,USA,2007,22.63,1,0,22.63
2074,2019-09-16,274,James,Scott,james.scott274@email.com,Platinum,2019-06-17,Seattle,CA,The Strand,New York,NY,Northeast,22,978-785-73624-37-8,A Thousand Tomorrows Vol. 6,Fiction,eBook,Malcolm,Gladwell,Penguin Random House,New York,USA,2012,11.4,1,15,9.69
2075,2020-07-16,253,Kenji,Scott,kenji.scott253@email.com,Silver,2021-11-09,San Francisco,FL,Prairie Lights,Iowa City,IA,Midwest,163,978-856-15376-67-9,A Life Remembered Vol. 3,Biography,Audiobook,Lauren,Groff,Knopf,New York,USA,2022,24.72,2,0,49.44
2076,2023-08-08,125,Priya,White,priya.white125@email.com,Platinum,2022-12-18,Seattle,CO,Left Bank Books,St. Louis,MO,Midwest,177,978-950-67340-21-3,The Long Road,Biography,eBook,Malcolm,Gladwell,Simon & Schuster,New York,USA,2021,24.27,3,10,65.52
2077,2020-10-30,21,Victor,Jackson,victor.jackson21@email.com,Gold,2020-11-18,St. Louis,IA,The Strand,New York,NY,Northeast,118,978-108-84177-97-0,First Contact Vol. 6,Science Fiction,eBook,Anthony,Doerr,Macmillan Publishers,New York,USA,2017,9.74,1,0,9.74
2078,2021-11-15,52,Tara,Thompson,tara.thompson52@email.com,Gold,2017-10-30,Cambridge,IA,Prairie Lights,Iowa City,IA,Midwest,38,978-145-10464-52-2,Edge of Home Vol. 6,Fiction,Hardcover,N.K.,Jemisin,Macmillan Publishers,New York,USA,2018,12.13,1,15,10.31
2079,2021-03-31,155,Carlos,Allen,carlos.allen155@email.com,Bronze,2016-01-25,Austin,WA,Prairie Lights,Iowa City,IA,Midwest,87,978-553-48974-85-6,Orbit Zero Vol. 7,Science Fiction,Paperback,Sally,Rooney,Knopf,New York,USA,2017,35.36,1,0,35.36
2080,2022-08-30,132,Omar,Moore,omar.moore132@email.com,Bronze,2018-11-28,Seattle,NY,Left Bank Books,St. Louis,MO,Midwest,244,978-220-93717-47-5,Your Best Self Vol. 4,Self-Help,Audiobook,Jhumpa,Lahiri,Simon & Schuster,New York,USA,2014,32.32,1,15,27.47
2081,2023-06-14,222,Casey,Walker,casey.walker222@email.com,Silver,2019-12-22,New York,CA,The Strand,New York,NY,Northeast,215,978-578-75373-49-7,Empire Rising Vol. 7,History,Paperback,Isabel,Allende,Scholastic,New York,USA,2020,34.94,3,0,104.82
2082,2021-11-18,156,Carlos,Garcia,carlos.garcia156@email.com,Silver,2021-08-28,Asheville,CA,Books & Books,Coral Gables,FL,South,67,978-765-18993-93-0,The Cold Case Vol. 3,Mystery,Hardcover,N.K.,Jemisin,Penguin Random House,New York,USA,2016,42.99,1,10,38.69
2083,2022-03-20,26,Kenji,Walker,kenji.walker26@email.com,Platinum,2015-11-20,Menlo Park,NY,Kepler's Books,Menlo Park,CA,Pacific,178,978-505-75799-57-3,The Long Road Vol. 2,Biography,eBook,Erik,Larson,Vintage Books,New York,USA,2018,40.63,1,5,38.6
2084,2023-03-10,224,Nadia,Green,nadia.green224@email.com,Platinum,2023-02-15,Seattle,OR,Harvard Book Store,Cambridge,MA,Northeast,195,978-625-99051-30-0,In Their Own Words Vol. 3,Biography,Hardcover,Donna,Tartt,Macmillan Publishers,New York,USA,2017,11.54,1,15,9.81
2085,2019-04-04,257,Iris,Davis,iris.davis257@email.com,Bronze,2017-10-19,Menlo Park,MA,The Booksmith,San Francisco,CA,Pacific,71,978-813-49529-97-9,The Cold Case Vol. 7,Mystery,Hardcover,David,Sedaris,Hachette Book Group,New York,USA,2012,29.12,2,10,52.42
2086,2020-08-06,93,Tara,Martin,tara.martin93@email.com,Platinum,2021-07-12,Asheville,NC,The Booksmith,San Francisco,CA,Pacific,233,978-348-16653-95-8,Turning Points,History,eBook,Min Jin,Lee,Farrar Straus Giroux,New York,USA,2023,13.66,1,0,13.66
2087,2023-05-21,107,Quinn,Miller,quinn.miller107@email.com,Silver,2021-03-10,Menlo Park,NC,Powell's Books,Portland,OR,Pacific,105,978-595-55236-52-8,Nova Protocol,Science Fiction,Audiobook,Jhumpa,Lahiri,Macmillan Publishers,New York,USA,2019,38.41,3,5,109.47
2088,2021-08-05,141,Sam,Walker,sam.walker141@email.com,Platinum,2018-01-05,Iowa City,WA,Harvard Book Store,Cambridge,MA,Northeast,34,978-371-27361-54-1,Edge of Home Vol. 2,Fiction,Hardcover,Stephen,King,Vintage Books,New York,USA,2011,11.48,3,10,30.99
2089,2020-04-05,50,Alex,Allen,alex.allen50@email.com,Platinum,2022-07-23,Denver,NY,BookPeople,Austin,TX,South,82,978-332-57301-32-4,Orbit Zero Vol. 2,Science Fiction,eBook,Isabel,Allende,Knopf,New York,USA,2011,42.33,3,0,126.99
2090,2022-06-06,114,Victor,Baker,victor.baker114@email.com,Gold,2020-06-27,Coral Gables,IA,The Strand,New York,NY,Northeast,84,978-288-16734-42-7,Orbit Zero Vol. 4,Science Fiction,eBook,Celeste,Ng,Penguin Random House,New York,USA,2019,24.95,3,0,74.85
2091,2021-05-11,236,Alex,Scott,alex.scott236@email.com,Silver,2015-08-18,Coral Gables,IA,Books & Books,Coral Gables,FL,South,183,978-627-85372-40-2,The Long Road Vol. 7,Biography,Audiobook,Malcolm,Gladwell,HarperCollins,New York,USA,2005,29.28,3,15,74.67
2092,2021-09-01,278,Sam,Williams,sam.williams278@email.com,Bronze,2016-09-11,New York,CA,Prairie Lights,Iowa City,IA,Midwest,85,978-802-17026-29-2,Orbit Zero Vol. 5,Science Fiction,Audiobook,Celeste,Ng,HarperCollins,New York,USA,2023,25.71,1,10,23.14
2093,2020-12-10,175,Blake,Williams,blake.williams175@email.com,Gold,2019-06-19,San Francisco,MO,Kepler's Books,Menlo Park,CA,Pacific,88,978-740-37659-43-1,Orbit Zero Vol. 8,Science Fiction,Hardcover,Jhumpa,Lahiri,Knopf,New York,USA,2008,29.72,2,20,47.56
2094,2021-10-18,237,Lila,Green,lila.green237@email.com,Silver,2016-12-12,Austin,FL,Left Bank Books,St. Louis,MO,Midwest,39,978-674-11267-24-1,Edge of Home Vol. 7,Fiction,Paperback,Ocean,Vuong,Macmillan Publishers,New York,USA,2022,34.19,3,0,102.57
2095,2021-03-09,88,Drew,Robinson,drew.robinson88@email.com,Silver,2017-03-29,San Francisco,NC,The Booksmith,San Francisco,CA,Pacific,179,978-959-95191-52-2,The Long Road Vol. 3,Biography,eBook,Gillian,Flynn,HarperCollins,New York,USA,2015,16.62,2,0,33.24
2096,2022-07-17,293,Iris,Jackson,iris.jackson293@email.com,Platinum,2016-08-12,Portland,IA,The Strand,New York,NY,Northeast,9,978-801-52504-17-3,Between Two Worlds,Fiction,Audiobook,Colson,Whitehead,Vintage Books,New York,USA,2022,18.17,3,5,51.78
2097,2023-03-12,43,Priya,Miller,priya.miller43@email.com,Bronze,2021-01-29,Asheville,OR,BookPeople,Austin,TX,South,89,978-518-69048-98-9,The Outer Reaches,Science Fiction,Paperback,Colson,Whitehead,Hachette Book Group,New York,USA,2010,27.76,2,10,49.96
2098,2021-07-13,150,Omar,Harris,omar.harris150@email.com,Platinum,2015-01-03,Austin,MO,Kepler's Books,Menlo Park,CA,Pacific,78,978-911-12260-21-4,Shadows Remain Vol. 6,Mystery,Audiobook,Roxane,Gay,Hachette Book Group,New York,USA,2020,30.95,2,15,52.62
2099,2022-04-12,80,Nadia,Moore,nadia.moore80@email.com,Gold,2019-09-21,Seattle,NY,Books & Books,Coral Gables,FL,South,8,978-750-32431-78-3,The Quiet Hours Vol. 8,Fiction,eBook,Ta-Nehisi,Coates,Hachette Book Group,New York,USA,2007,32.85,3,0,98.55
2100,2021-04-30,290,Ethan,Garcia,ethan.garcia290@email.com,Bronze,2021-05-09,New York,FL,Prairie Lights,Iowa City,IA,Midwest,91,978-252-44816-28-1,The Outer Reaches Vol. 3,Science Fiction,Audiobook,Zadie,Smith,Hachette Book Group,New York,USA,2012,12.89,1,20,10.31
2101,2023-03-04,146,Alex,Davis,alex.davis146@email.com,Gold,2020-07-19,Menlo Park,MA,Malaprop's Bookstore,Asheville,NC,South,193,978-181-52981-94-4,In Their Own Words,Biography,Paperback,Donna,Tartt,Knopf,New York,USA,2015,27.54,1,5,26.16
2102,2021-02-14,276,Casey,Jackson,casey.jackson276@email.com,Silver,2019-02-22,Seattle,OR,Tattered Cover,Denver,CO,Mountain,97,978-137-69614-21-5,Signal Lost,Science Fiction,eBook,David,Sedaris,Vintage Books,New York,USA,2017,31.52,1,10,28.37
2103,2020-03-08,203,Quinn,Wilson,quinn.wilson203@email.com,Platinum,2019-09-16,Portland,CO,BookPeople,Austin,TX,South,25,978-296-34931-78-7,The Glass Garden,Fiction,eBook,Toni,Morrison,Bloomsbury,London,UK,2008,36.21,3,0,108.63
2104,2023-04-20,92,Ethan,Allen,ethan.allen92@email.com,Platinum,2019-09-30,New York,WA,Tattered Cover,Denver,CO,Mountain,75,978-868-70910-82-9,Shadows Remain Vol. 3,Mystery,Hardcover,Chimamanda,Adichie,Hachette Book Group,New York,USA,2019,18.47,3,20,44.34
2105,2020-12-21,282,Carlos,Jackson,carlos.jackson282@email.com,Bronze,2023-01-04,Asheville,FL,Prairie Lights,Iowa City,IA,Midwest,103,978-492-34983-86-8,Signal Lost Vol. 7,Science Fiction,Audiobook,Donna,Tartt,Vintage Books,New York,USA,2022,17.28,1,20,13.82
2106,2023-04-27,143,Iris,Allen,iris.allen143@email.com,Platinum,2019-02-20,Seattle,CA,Kepler's Books,Menlo Park,CA,Pacific,108,978-990-23154-66-1,Nova Protocol Vol. 4,Science Fiction,Paperback,N.K.,Jemisin,Penguin Random House,New York,USA,2023,26.07,3,0,78.21
2107,2022-01-01,163,Ethan,White,ethan.white163@email.com,Platinum,2021-11-28,Austin,NY,Malaprop's Bookstore,Asheville,NC,South,28,978-371-69638-46-6,The Glass Garden Vol. 4,Fiction,Hardcover,Mary,Oliver,Bloomsbury,London,UK,2005,14.59,2,10,26.26
2108,2023-03-30,207,Carlos,Robinson,carlos.robinson207@email.com,Bronze,2021-05-14,Iowa City,CA,Elliot Bay Book Co,Seattle,WA,Pacific,58,978-752-46347-76-7,No Trace Found Vol. 2,Mystery,Audiobook,Patrick,Rothfuss,Simon & Schuster,New York,USA,2012,24.29,2,5,46.16
2109,2023-11-24,231,Zoe,Johnson,zoe.johnson231@email.com,Gold,2019-04-16,Seattle,NC,Tattered Cover,Denver,CO,Mountain,212,978-982-51853-54-6,Empire Rising Vol. 4,History,Paperback,N.K.,Jemisin,Vintage Books,New York,USA,2009,20.56,2,0,41.12
2110,2023-08-27,2,Lila,Allen,lila.allen2@email.com,Bronze,2015-09-19,New York,WA,Malaprop's Bookstore,Asheville,NC,South,74,978-576-67091-85-4,Shadows Remain Vol. 2,Mystery,eBook,Colson,Whitehead,Farrar Straus Giroux,New York,USA,2022,29.93,2,0,59.86
2111,2019-07-21,89,Amara,King,amara.king89@email.com,Silver,2020-03-05,Seattle,MA,The Booksmith,San Francisco,CA,Pacific,168,978-232-87993-20-4,A Life Remembered Vol. 8,Biography,Paperback,Chimamanda,Adichie,HarperCollins,New York,USA,2014,40.16,3,5,114.45
2112,2021-04-20,215,Ethan,Brown,ethan.brown215@email.com,Silver,2022-12-22,Menlo Park,IA,Prairie Lights,Iowa City,IA,Midwest,168,978-232-87993-20-4,A Life Remembered Vol. 8,Biography,Paperback,Chimamanda,Adichie,HarperCollins,New York,USA,2014,40.16,3,0,120.48
2113,2022-06-02,115,Tara,Jackson,tara.jackson115@email.com,Bronze,2021-08-01,Menlo Park,CA,Tattered Cover,Denver,CO,Mountain,8,978-750-32431-78-3,The Quiet Hours Vol. 8,Fiction,eBook,Ta-Nehisi,Coates,Hachette Book Group,New York,USA,2007,32.85,3,10,88.68
2114,2021-04-17,293,Iris,Jackson,iris.jackson293@email.com,Platinum,2016-08-12,Portland,IA,Left Bank Books,St. Louis,MO,Midwest,21,978-824-92719-17-3,A Thousand Tomorrows Vol. 5,Fiction,Paperback,Stephen,King,Knopf,New York,USA,2005,29.0,2,0,58.0
2115,2022-03-11,128,Sam,King,sam.king128@email.com,Bronze,2020-07-21,Coral Gables,NY,Tattered Cover,Denver,CO,Mountain,157,978-897-32037-19-8,Emberfall Vol. 5,Fantasy,eBook,Malcolm,Gladwell,Bloomsbury,London,UK,2012,34.35,2,15,58.4
2116,2019-02-16,47,Tara,Walker,tara.walker47@email.com,Platinum,2022-06-24,San Francisco,WA,Kepler's Books,Menlo Park,CA,Pacific,176,978-205-77621-25-4,Against All Odds Vol. 8,Biography,Hardcover,Mary,Oliver,Macmillan Publishers,New York,USA,2016,30.79,3,15,78.51
2117,2021-11-13,200,Drew,White,drew.white200@email.com,Silver,2015-04-08,Asheville,CA,Malaprop's Bookstore,Asheville,NC,South,227,978-822-28098-76-3,The Lost Century Vol. 3,History,Paperback,James,Patterson,Bloomsbury,London,UK,2020,22.94,1,20,18.35
2118,2021-01-25,83,Marcus,Anderson,marcus.anderson83@email.com,Platinum,2021-12-15,Menlo Park,WA,Elliot Bay Book Co,Seattle,WA,Pacific,218,978-683-83638-34-5,When Nations Fall Vol. 2,History,Audiobook,Isabel,Allende,Scholastic,New York,USA,2017,21.43,1,15,18.22
2119,2020-02-14,242,Amara,Thompson,amara.thompson242@email.com,Bronze,2020-05-11,Menlo Park,FL,Left Bank Books,St. Louis,MO,Midwest,45,978-385-56025-92-8,The Last Clue Vol. 5,Mystery,Audiobook,Zadie,Smith,Hachette Book Group,New York,USA,2007,20.15,1,0,20.15
2120,2020-02-28,34,Lila,Taylor,lila.taylor34@email.com,Gold,2017-12-07,Asheville,WA,Powell's Books,Portland,OR,Pacific,76,978-599-37802-55-4,Shadows Remain Vol. 4,Mystery,eBook,Zadie,Smith,Bloomsbury,London,UK,2015,9.97,2,10,17.94
2121,2022-05-20,126,Carlos,Robinson,carlos.robinson126@email.com,Silver,2015-05-07,Cambridge,OR,The Booksmith,San Francisco,CA,Pacific,118,978-108-84177-97-0,First Contact Vol. 6,Science Fiction,eBook,Anthony,Doerr,Macmillan Publishers,New York,USA,2017,9.74,1,5,9.25
2122,2021-10-21,91,Ethan,Walker,ethan.walker91@email.com,Silver,2018-05-25,Cambridge,CA,Elliot Bay Book Co,Seattle,WA,Pacific,204,978-228-51553-92-1,The Forgotten War Vol. 4,History,Audiobook,Gillian,Flynn,Vintage Books,New York,USA,2023,35.14,1,15,29.87
2123,2020-05-16,170,Blake,Scott,blake.scott170@email.com,Platinum,2017-09-07,Iowa City,NY,Tattered Cover,Denver,CO,Mountain,206,978-265-52291-38-5,The Forgotten War Vol. 6,History,Hardcover,Andy,Weir,Penguin Random House,New York,USA,2014,26.61,3,5,75.84
2124,2023-03-14,36,Lila,Anderson,lila.anderson36@email.com,Bronze,2019-08-23,Coral Gables,TX,Powell's Books,Portland,OR,Pacific,247,978-163-81781-74-3,Your Best Self Vol. 7,Self-Help,eBook,Andy,Weir,Vintage Books,New York,USA,2023,11.65,3,0,34.95
2125,2021-08-20,209,Wren,Green,wren.green209@email.com,Gold,2018-08-29,Seattle,MA,Malaprop's Bookstore,Asheville,NC,South,174,978-476-98907-83-7,Against All Odds Vol. 6,Biography,eBook,Roxane,Gay,Hachette Book Group,New York,USA,2020,41.82,2,20,66.92
2126,2023-01-06,214,Zoe,Hall,zoe.hall214@email.com,Bronze,2018-05-31,Austin,CA,Harvard Book Store,Cambridge,MA,Northeast,19,978-652-36365-49-6,A Thousand Tomorrows Vol. 3,Fiction,eBook,Roxane,Gay,Simon & Schuster,New York,USA,2018,26.93,1,10,24.24
2127,2019-02-18,274,James,Scott,james.scott274@email.com,Platinum,2019-06-17,Seattle,CA,Left Bank Books,St. Louis,MO,Midwest,184,978-526-34551-95-1,The Long Road Vol. 8,Biography,Hardcover,Jhumpa,Lahiri,Bloomsbury,London,UK,2012,29.89,2,5,56.8
2128,2023-07-21,31,Xander,Jones,xander.jones31@email.com,Silver,2020-05-15,St. Louis,FL,Harvard Book Store,Cambridge,MA,Northeast,212,978-982-51853-54-6,Empire Rising Vol. 4,History,Paperback,N.K.,Jemisin,Vintage Books,New York,USA,2009,20.56,3,5,58.59
2129,2021-03-29,21,Victor,Jackson,victor.jackson21@email.com,Gold,2020-11-18,St. Louis,IA,Kepler's Books,Menlo Park,CA,Pacific,197,978-480-68188-19-9,In Their Own Words Vol. 5,Biography,Hardcover,Gillian,Flynn,Knopf,New York,USA,2019,29.56,3,15,75.39
2130,2023-06-01,226,Drew,Miller,drew.miller226@email.com,Gold,2018-01-31,Seattle,CO,Prairie Lights,Iowa City,IA,Midwest,162,978-951-47627-19-1,A Life Remembered Vol. 2,Biography,Audiobook,Malcolm,Gladwell,Macmillan Publishers,New York,USA,2006,24.36,1,0,24.36
